CLUSTER,REGION,IS_MALE,IS_FEMALE,TOTAL_SPEND_WATCHES,TOTAL_SPEND_ACCESSORIES,TOTAL_SPEND_BAGS,TOTAL_SPEND_WALLETS,TOTAL_SPEND_JEWELRY,EMAIL_CLICK_RATE,DAYS_SINCE_LAST_EMAIL_CLICK,MOBILE_SESSION_SHARE,DESKTOP_SESSION_SHARE,IS_18_24,IS_25_34,IS_35_44,IS_45_54,IS_55_PLUS,SPENT_ON_BLACK_FRIDAY,SPENT_IN_HOLIDAY_SEASON,SPENT_AROUND_VALENTINE,TOTAL_SPEND
Cluster 1,APAC,1,0,364.8667506230751,63.29024869756573,36.7794782079276,249.12090418317513,36.47356759397515,0.25,87,0.7944230922342295,0.20557690776577053,0,0,1,0,0,60.60671342901188,241.52505690107603,25.77726481218937,750.5309493057188
Cluster 1,APAC,1,0,381.8955706010408,74.94958474150464,42.872257756043474,100.18550196391142,22.034124334130205,0.39,3,0.7683591550305199,0.23164084496948012,0,1,0,0,0,99.32351519425377,235.40019358485907,257.9914260561119,621.9370393966306
Cluster 1,AMERICAS,1,0,351.40945328641595,122.42725847799444,44.58744768134161,191.2729618989687,30.273537272819304,0.11,14,0.7592176913931457,0.24078230860685435,0,0,1,0,0,40.750705170722874,126.18190510219745,41.16895917301032,739.97065861754
Cluster 1,EMEA,0,1,45.72833653668551,78.13633026562863,320.11886667212343,30.62717710785991,483.87839464288345,0.22,86,0.9218337315585381,0.0781662684414619,0,0,1,0,0,55.10376992638088,129.4357554858422,58.57593568839486,958.4891052251809
Cluster 1,APAC,1,0,473.61133802149004,124.77030201529075,41.601217452282455,145.7018708647061,13.236771322050087,0.19,66,0.7456220566776661,0.2543779433223339,0,0,1,0,0,96.15905991051285,164.60828578616986,93.94576664286294,798.9214996758194
Cluster 1,APAC,0,1,93.0481471462055,83.31804944646167,321.25058755019546,40.59239203611982,334.9677254520825,0.23,41,0.8997812718264029,0.10021872817359712,0,0,1,0,0,20.95857200127473,145.64680460961446,55.549679936207575,873.176901631065
Cluster 1,EMEA,1,0,493.16443223064397,76.22472418291716,22.472645323410383,175.92127942603662,27.580467545316406,0.09,6,0.925643634234519,0.07435636576548099,1,0,0,0,0,277.2921682318294,162.8882181357765,27.260421003267453,795.3635487083245
Cluster 1,EMEA,1,0,311.55611219927334,110.35457975161191,49.34715701053654,135.87701563238883,15.689974747487847,0.09,62,0.743954490172006,0.256045509827994,0,0,1,0,0,72.24562500123874,173.6103348574372,66.98706634121177,622.8248393412986
Cluster 1,EMEA,1,0,361.25072415732234,101.106458717913,31.081658556466067,163.9125075835557,15.22841506960798,0.36,62,0.9345406190611673,0.06545938093883275,0,1,0,0,0,57.2954159771776,146.32696930697247,185.37742902877088,672.5797640848651
Cluster 1,EMEA,0,1,47.45385983617854,82.57473971259208,203.83845536461135,20.392528349801367,452.057964624427,0.1,39,0.40329547332286125,0.5967045266771387,0,0,0,0,1,85.08730293592907,175.85976120214724,27.89706499977663,806.3175478876103
Cluster 1,EMEA,0,1,19.876257880975317,91.23473356658009,290.8754669119922,43.77428330958464,319.61651615684895,0.22,68,0.8553833331781546,0.14461666682184537,1,0,0,0,0,330.34212958219365,212.13718559725325,65.26731800662624,765.3772578259811
Cluster 1,AMERICAS,1,0,478.4169377880469,144.19350924551068,41.47613545021181,147.31103436220192,37.525388243461684,0.2,29,0.7833275966913161,0.21667240330868387,0,1,0,0,0,32.77525895207061,206.23408475738384,315.02643918574074,848.9230050894329
Cluster 1,APAC,1,0,427.33393643344147,99.81136601880803,12.666081622427598,177.76120329178062,16.006760032681665,0.31,65,0.7924182604181788,0.20758173958182125,0,1,0,0,0,13.421966341370942,199.24145149636772,281.80710684073614,733.5793473991394
Cluster 1,AMERICAS,0,1,96.0851258469532,115.8760867296709,270.65028170041285,21.86142325150621,369.9406459491699,0.32,7,0.9194531874506445,0.08054681254935547,1,0,0,0,0,282.4261860525543,159.9232087437849,84.74810107643559,874.4135634777131
Cluster 1,EMEA,0,1,17.39545007287846,145.82180452985395,259.0889554954841,40.768925913525344,424.93271377085273,0.18,50,0.788259914084504,0.21174008591549598,0,1,0,0,0,96.38438662683362,145.65105891518476,329.1629194743764,888.0078497825946
Cluster 1,EMEA,0,1,98.19732964229655,98.24460665272187,316.4845316414493,39.922927177181286,462.3539576180275,0.28,11,0.8201700559916547,0.1798299440083453,1,0,0,0,0,275.1985779882623,160.0183880916312,44.97875187668623,1015.2033527316764
Cluster 1,EMEA,1,0,324.30027526018364,45.67116368179185,45.47699600837078,196.8716218982809,21.436271569566404,0.34,39,0.7186354643940326,0.2813645356059674,0,1,0,0,0,51.4485547546726,218.3997105780123,295.69813543232266,633.7563284181937
Cluster 1,AMERICAS,0,1,38.805384926888514,117.91435366874236,253.866259660405,31.582248819820204,445.5894353461486,0.09,85,0.857791051379151,0.14220894862084899,0,0,1,0,0,29.216022967960473,151.1705385903658,85.663272521008,887.7576824220047
Cluster 1,AMERICAS,0,1,76.90814074689484,99.55226569385303,221.1861425116986,16.062774863506945,318.75138412911133,0.25,25,0.8478089996627456,0.1521910003372544,0,0,1,0,0,51.54017269778109,51.86632396541866,32.20109780694607,732.4607079450648
Cluster 1,AMERICAS,1,0,338.79077345355495,134.37614317245203,36.30241251112092,146.63933950113312,39.69392202290037,0.34,27,0.4486747135799774,0.5513252864200227,0,0,0,0,1,58.48261006087352,154.83183414523245,86.32430120176947,695.8025906611613
Cluster 1,AMERICAS,1,0,340.4961120330475,144.54955241551943,24.71763005208338,149.03974245071186,15.955522013297788,0.16,56,0.30058523367253764,0.6994147663274624,0,0,0,1,0,44.683829474262566,178.67303598235685,80.2359798532547,674.75855896466
Cluster 2,EMEA,1,0,335.674516861466,23.779279444713985,16.675404714194837,127.19789198882579,25.506943790015768,0.19,71,0.7703982772670103,0.22960172273298973,0,1,0,0,0,15.836823503467151,165.99675748562626,262.29691759190473,528.8340367992164
Cluster 2,APAC,1,0,419.8737931325868,98.27893372682254,10.917312450721681,148.31620063437782,35.45962604196616,0.1,24,0.7350734421924076,0.26492655780759244,0,0,1,0,0,73.69128412668242,207.72299293448128,56.55421507974484,712.845865986475
Cluster 2,APAC,0,1,76.19550458387839,50.661487888679325,274.28440037460916,12.501689075894738,460.2733831639038,0.32,57,0.8576758066193072,0.1423241933806928,1,0,0,0,0,284.2496106588144,177.23547294164655,80.70864562722087,873.9164650869654
Cluster 2,EMEA,1,0,449.4439175484075,116.19823026912954,48.01251011722367,130.44045513623533,32.621998596857615,0.39,3,0.8771438991915825,0.12285610080841747,0,1,0,0,0,56.62708896149339,109.7451147177546,338.1358490230681,776.7171116678536
Cluster 2,EMEA,0,1,43.92227482627348,80.02526576960967,296.1812001506139,27.40721597021427,487.4706588431729,0.3,4,0.814596160971315,0.18540383902868496,0,1,0,0,0,10.632628343225724,61.45605021552467,195.04474045369795,935.0066155598843
Cluster 2,EMEA,1,0,431.3910312534279,144.35990074084953,12.758320654256847,108.55820817268815,21.287482987728005,0.14,35,0.7307338442169897,0.2692661557830103,0,1,0,0,0,97.73511875030007,124.24141877799966,235.77737577220773,718.3549438089505
Cluster 2,AMERICAS,0,1,53.88140743060459,24.369768023826744,212.53064069107091,46.25749813377644,327.84907422351904,0.24,33,0.8110956096068044,0.18890439039319562,0,1,0,0,0,31.310587838024684,196.48974636761795,259.66411674528484,664.8883885027977
Cluster 2,EMEA,0,1,14.703209135742139,74.44313147964098,252.03155819241024,39.23283859922919,496.25941809944936,0.14,3,0.3610809833754775,0.6389190166245224,0,0,0,0,1,40.44367947991135,111.73974867463905,95.23323889648508,876.6701555064719
Cluster 2,AMERICAS,0,1,23.61221458614411,49.29120089366056,250.1933322680596,44.024642313645515,412.244557656505,0.23,61,0.6603371144211773,0.33966288557882274,1,0,0,0,0,308.5091606790846,208.33999769067034,59.39547910480528,779.3659477180147
Cluster 2,APAC,1,0,396.9392574260094,41.55069022122585,47.82792588001129,227.4963057220993,36.76089349316433,0.21,51,1.0,0.0,0,1,0,0,0,15.604579529369705,152.50052975406635,311.2807234465679,750.5750727425102
Cluster 2,APAC,0,1,54.75303372832194,64.17107130304507,374.4271400044953,31.793910363380625,451.6850035738222,0.31,15,0.7747646497873713,0.22523535021262875,1,0,0,0,0,375.91637099030584,224.11568500920137,31.491659024338535,976.8301589730651
Cluster 2,APAC,1,0,411.59614775652796,91.82676992175428,13.766076405027917,151.54947889136545,21.297235947460468,0.19,6,0.08700231244170527,0.9129976875582947,0,0,0,0,1,45.764325143678484,68.68159439505912,49.69649424257054,690.035708922136
Cluster 2,EMEA,1,0,357.4275916169151,123.07107447439911,33.1037346352463,195.18736263254556,41.916566384635765,0.19,48,0.8956856879275574,0.10431431207244257,1,0,0,0,0,289.5205880640434,161.5640383858403,24.943088207457592,750.7063297437418
Cluster 2,APAC,0,1,34.921403864002805,147.85779145297886,228.14230560975167,18.0806267360996,336.84496784760523,0.36,48,0.6836810538946362,0.3163189461053638,0,1,0,0,0,65.37682225628218,66.69281699787666,326.4832736814677,765.8470955104381
Cluster 2,AMERICAS,1,0,497.6831978824153,83.09666781078532,14.897355934357641,208.77783220410862,22.920447935448554,0.4,59,1.0,0.0,0,0,1,0,0,74.74182601322427,228.05161060356042,17.146592617872656,827.3755017671155
Cluster 2,AMERICAS,0,1,36.68408031549838,139.3670399509608,222.1496890637916,40.38329640458527,497.6131133305548,0.37,73,0.6,0.4,1,0,0,0,0,365.6498504874437,117.04160947417455,25.63854338221694,936.1972190653909
Cluster 2,AMERICAS,1,0,443.8154894707711,74.61543462020424,46.214394971114814,210.95069510901456,17.650416716583468,0.26,23,0.42438529325863145,0.5756147067413686,0,0,0,1,0,85.7302797776284,144.2574334796329,98.11944442136391,793.2464308876882
Cluster 2,APAC,1,0,321.26874525115494,60.93954651968579,10.152685364973886,202.25042236024302,16.68528045884885,0.28,1,0.8777531240814944,0.12224687591850558,1,0,0,0,0,328.57638201174154,188.8301147019662,56.13892778305476,611.2966799549065
Cluster 2,EMEA,0,1,78.68397621330004,73.07982455872865,351.8497466121686,46.1443137738718,346.55262942025774,0.33,77,0.874656009568107,0.12534399043189304,0,1,0,0,0,88.68040517245164,50.03767991131638,183.81621407119852,896.3104905783268
Cluster 2,EMEA,1,0,472.912721904534,91.0642686244125,25.216021958816384,246.5200492765989,14.428823733052628,0.2,25,0.7932608764281807,0.20673912357181934,0,1,0,0,0,96.96190696361184,75.4907918845738,291.5376652661237,850.1418854974144
Cluster 2,AMERICAS,0,1,82.44160991572947,22.340852228059084,392.5620714148052,39.06683968281293,360.9502190772267,0.34,19,0.48381836767951225,0.5161816323204877,0,0,0,1,0,18.688102317589674,98.3787656517678,11.11636326495833,897.3615923186333
Cluster 2,APAC,0,1,16.68167856895478,49.42569426439317,346.0492294180292,33.95233185533966,312.8982542498335,0.36,2,0.9710613372581925,0.028938662741807453,0,1,0,0,0,90.3072248325687,87.0660359057429,165.79383243816574,759.0071883565503
Cluster 2,EMEA,1,0,385.83651867927136,54.810967813483444,41.56643386354926,186.0024018452827,36.35300280560282,0.14,67,0.2915740553165495,0.7084259446834504,0,0,0,1,0,57.271578176814415,56.529135509133724,88.169635568826,704.5693250071896
Cluster 2,EMEA,1,0,403.48927035100826,75.95556334172872,22.677863511644773,165.18939412880675,40.955186229206255,0.26,26,0.26449161017759537,0.7355083898224046,0,0,0,0,1,95.3297488154298,139.04922245695764,80.99220375148236,708.2672775623947
Cluster 2,APAC,1,0,320.84496056166955,69.98647259382564,29.506682744850576,197.83363893182087,48.02124210344814,0.26,55,0.7784501797680131,0.22154982023198688,0,0,1,0,0,10.262892935922581,57.95319299771391,64.36645093640973,666.1929969356148
Cluster 2,AMERICAS,1,0,494.3065381802101,63.0751109233966,29.2816423244833,129.41465691075894,34.43120284303073,0.15,56,1.0,0.0,0,1,0,0,0,86.87223978854539,59.89937069873332,316.6634142946025,750.5091511818797
Cluster 2,AMERICAS,0,1,82.23271116218315,94.3663236380091,302.5335451912833,21.739552928324866,486.3507438865633,0.19,37,0.7424710290097231,0.25752897099027694,0,1,0,0,0,57.84395181439878,225.97253547223198,264.95591085288305,987.2228768063637
Cluster 2,EMEA,1,0,498.56336779981405,37.09358558673761,20.98926102078078,159.18641133964695,26.873127141553255,0.19,72,0.8835494277920761,0.11645057220792387,0,0,1,0,0,70.71470676245946,109.345528220818,74.65863068368617,742.7057528885326
Cluster 2,AMERICAS,0,1,67.27612331650663,26.647599587473096,251.52144406674438,12.380988013910867,420.75909058987753,0.29,66,0.35923519211081734,0.6407648078891827,0,0,0,1,0,69.63980617534199,68.45695841465145,63.668936697433146,778.5852455745126
Cluster 2,APAC,1,0,316.0360028163807,66.12026793867796,47.669028464757005,200.2858970084371,37.14679826690259,0.18,75,0.5546833281448643,0.4453166718551357,0,0,0,0,1,22.49841937568653,73.14752133574108,23.888940875477147,667.2579944951553
Cluster 2,EMEA,0,1,91.22079765572576,28.637699766250734,306.7934945095528,15.685484951738307,302.3413221461808,0.2,35,0.789712295590834,0.210287704409166,0,0,1,0,0,45.943187355522184,232.02692735642685,82.72203669158976,744.6787990294483
Cluster 2,EMEA,1,0,430.4583297183879,129.92856718868788,37.699713066769014,164.48966160852223,36.9186648957773,0.15,53,0.9051194010986041,0.09488059890139589,0,0,1,0,0,30.365119739280864,126.84792402747627,50.511102506373895,799.4949364781444
Cluster 2,APAC,0,1,38.698013648902496,95.6858370572348,274.23448468752554,34.04296667200932,441.1171725287649,0.29,39,0.30442593860703293,0.6955740613929671,0,0,0,1,0,68.11664590860511,58.955690100933644,78.57161381191739,883.7784745944371
Cluster 2,AMERICAS,1,0,429.1644772572968,102.79730126911662,23.624166663251668,110.75678332714764,26.385155795809283,0.16,38,0.9196690817654638,0.0803309182345362,0,1,0,0,0,85.75510255702085,166.04430375700588,261.937688967588,692.7278843126221
Cluster 2,EMEA,1,0,397.11793993187956,23.579773583030512,30.218204716417997,244.60261106765535,25.368268519432007,0.06,64,0.6549026737558913,0.3450973262441087,1,0,0,0,0,262.6412522140348,79.41237011331768,53.90660774731658,720.8867978184154
Cluster 2,EMEA,0,1,96.03269460597873,60.81567325905587,377.6807344617362,34.117715059178465,465.3414719482975,0.39,77,0.33298399536233425,0.6670160046376657,0,0,0,1,0,12.784388025820778,244.14843073544964,79.61850023811076,1033.988289334247
Cluster 2,AMERICAS,0,1,58.75343311690036,119.0472356386331,366.7299923875171,27.617654012496963,360.46664987029874,0.14,51,0.6677900680055142,0.3322099319944858,0,0,1,0,0,70.96485893668452,97.00744296076502,84.76196594680692,932.6149650258462
Cluster 2,APAC,0,1,22.527703121112594,77.72568739628638,325.2468642842128,29.555913271698056,380.35576013086484,0.4,82,0.9958347454220594,0.004165254577940591,1,0,0,0,0,324.1320959649168,90.26242156448664,45.56239689378867,835.4119282041746
Cluster 2,EMEA,1,0,481.3885617669668,37.20840927454642,33.72058001442391,189.86808775604877,24.138429621871296,0.21,21,0.9629009603349268,0.03709903966507322,0,0,1,0,0,15.19669466822564,186.1511785920971,52.01038695080691,766.3240684338573
Cluster 2,EMEA,0,1,51.640804455885416,147.52835916114907,296.6814871946293,44.54190090058181,417.746304426264,0.18,75,0.22747310220389283,0.7725268977961072,0,0,0,0,1,44.78864561407251,152.25509244015024,54.309293200106374,958.1388561385095
Cluster 2,APAC,1,0,391.19585515198736,77.64925872964753,34.08467941419118,188.71101391337322,42.26357369305108,0.22,73,0.39630889982130324,0.6036911001786968,0,0,0,0,1,31.634414982953544,112.3798160008561,33.044280859445884,733.9043809022503
Cluster 2,EMEA,0,1,93.3744346057078,22.485092275869324,295.3686936635634,37.50888169722243,444.5413915396457,0.29,42,0.43082240778255404,0.569177592217446,0,0,0,0,1,83.78180244862548,116.6814644318221,75.9746070873994,893.2784937820086
Cluster 2,APAC,0,1,99.80387701137803,107.98676885146143,365.6938598898234,21.784775853847727,302.863055533412,0.31,25,0.3189287894235555,0.6810712105764445,0,0,0,1,0,10.509923307661055,237.41820569175894,83.97339723459366,898.1323371399226
Cluster 2,AMERICAS,0,1,65.22437028137126,31.51861281605828,297.5255619334422,13.105973386864203,381.50860620648615,0.19,75,0.26920384703609596,0.730796152963904,0,0,0,0,1,82.74116890082999,239.53760519289415,16.508482773214475,788.8831246242221
Cluster 2,AMERICAS,1,0,436.34972881803225,34.68111354918147,43.68297749594317,136.33468267368502,29.130395367808937,0.1,13,0.863629316843861,0.13637068315613898,0,0,1,0,0,87.70606901713016,130.26120484394244,36.32635819636676,680.1788979046509
Cluster 2,EMEA,1,0,364.2991402495764,81.93680822469291,19.04115991263999,196.0714063263766,49.15924460699236,0.26,53,0.7521422555378533,0.2478577444621467,0,1,0,0,0,26.90585672839967,193.95829067093723,323.38669367037676,710.5077593202783
Cluster 2,APAC,1,0,314.3551612453026,108.74023875904231,19.67726721262118,207.09289487598846,42.90139177536787,0.33,22,0.316772582205122,0.6832274177948781,0,0,0,1,0,92.51125216321016,194.13102905662265,46.130106782187426,692.7669538683225
Cluster 2,EMEA,1,0,425.9115393783473,27.0631645269775,39.945809365048,147.6380192891675,10.005387720179414,0.23,26,0.4596079735533149,0.540392026446685,0,0,0,0,1,90.61540533335555,166.65330356260907,52.02711999672496,650.5639202797197
Cluster 2,EMEA,1,0,363.25402994586136,33.24601044858176,24.409356752017114,140.55899295767884,43.708476086422195,0.16,82,0.3944971665388732,0.6055028334611268,0,0,0,0,1,91.89488294689528,125.46361079263858,96.76705748410974,605.1768661905612
Cluster 2,EMEA,1,0,412.9258101994526,140.9222255069952,43.76994809623274,201.37716196965047,15.564633955643501,0.14,13,0.716974481096281,0.28302551890371896,0,0,1,0,0,21.664058607589777,185.22164628288223,94.95840748268887,814.5597797279745
Cluster 2,EMEA,0,1,67.97342993283243,26.26418161112851,272.01009318019567,48.271992619371446,400.08022914204025,0.2,47,0.7166164816560198,0.28338351834398023,0,0,1,0,0,79.37025564374918,50.57625033312292,87.30610168785665,814.5999264855683
Cluster 2,EMEA,1,0,470.0696002239791,47.559227110825546,36.29413928680514,170.84227062444725,45.2062695168594,0.13,87,0.8817889658025029,0.11821103419749712,0,0,1,0,0,22.294081328605536,180.32795209545532,76.47377123190977,769.9715067629164
Cluster 2,EMEA,0,1,71.39744925639494,80.86003836913395,315.83505107494443,13.413653459372995,308.6013903733879,0.28,49,0.6997812544218528,0.3002187455781472,0,0,1,0,0,34.08334090551743,217.0960451484389,11.322404978945846,790.1075825332342
Cluster 2,EMEA,1,0,441.8765934174782,143.34997425804696,11.256872860450917,210.4300637591143,23.209711173456213,0.37,24,0.836738869063063,0.16326113093693695,0,1,0,0,0,13.749113654441418,129.5295159184072,302.46180640438774,830.1232154685466
Cluster 2,APAC,0,1,56.916644288872504,146.88179702629776,225.11004295253068,10.67790659558324,454.0316423514192,0.33,34,0.6712224554701762,0.3287775445298238,0,1,0,0,0,39.88894288538228,118.3607410984365,297.8053115575917,893.6180332147034
Cluster 2,EMEA,1,0,300.2707251430936,58.974068583480665,35.85834966551722,246.12916657245356,43.88243307935598,0.06,75,0.915323857854524,0.08467614214547603,0,0,1,0,0,36.20298230066611,91.41898363531425,23.70950070964109,685.1147430439011
Cluster 2,AMERICAS,0,1,32.19432714802222,82.93001906232621,349.4888813193388,28.952393135917866,311.5688898894321,0.39,9,0.1406282984648967,0.8593717015351033,0,0,0,1,0,68.58616016062653,178.91823494846872,60.51641886535624,805.1345105550372
Cluster 2,AMERICAS,1,0,339.166616826854,38.30438335604789,34.896545662639866,217.19827836209575,33.131935976814425,0.1,53,0.8060608835674934,0.1939391164325066,0,1,0,0,0,24.749292140243398,178.56378296003484,311.9720374721172,662.697760184452
Cluster 2,AMERICAS,1,0,393.9976536315873,135.7183478614819,38.3088540107011,109.33048392470542,15.892121771158813,0.05,52,0.7280680009870447,0.2719319990129553,0,1,0,0,0,78.49794754214881,120.85355296820933,339.8142392629688,693.2474611996345
Cluster 2,AMERICAS,1,0,461.39309817679873,79.75643315234596,31.863085681291796,164.9224003314204,11.755997705720205,0.11,8,0.8371094051313922,0.1628905948686078,0,0,1,0,0,31.777941728534085,242.12539510263994,27.723313400808554,749.691015047577
Cluster 2,AMERICAS,1,0,490.6040042357798,87.93016317516692,18.764699178797535,168.8445219065948,46.775496182906906,0.11,82,0.3019147777415752,0.6980852222584248,0,0,0,0,1,78.1579186420995,82.33428724739238,52.9210095821173,812.9188846792459
Cluster 2,AMERICAS,0,1,51.24111853535504,121.57534927987281,392.03355694574907,40.5431627546629,471.041397003674,0.26,37,0.8604515326355368,0.13954846736446325,0,1,0,0,0,38.950299069359374,219.6084179202968,295.77228845398935,1076.4345845193138
Cluster 2,EMEA,0,1,46.248795861602666,136.30356368509248,200.08855628744158,46.055323865677394,330.76140492832155,0.4,34,0.9321304032273012,0.06786959677269877,0,1,0,0,0,45.3212367606532,200.85299466940455,333.6852864290817,759.4576446281358
Cluster 2,AMERICAS,1,0,424.4079124741988,149.01749761872128,25.452926923058637,186.076188115677,26.62415583629342,0.35,1,0.7046060580603355,0.2953939419396645,0,0,1,0,0,29.876750466670803,57.78599266513349,13.241693646228375,811.5786809679491
Cluster 2,EMEA,0,1,30.240119513432123,76.0794843406297,343.8319793889138,32.53298568132187,385.50036626562235,0.16,19,0.18893478037503142,0.8110652196249686,0,0,0,0,1,91.3381814597628,219.16991009199353,46.0847586225742,868.1849351899198
Cluster 2,AMERICAS,1,0,399.50797042922045,46.60841417744692,33.64521213034066,127.9203846630022,23.26258796268775,0.35,28,0.4385148925212324,0.5614851074787677,0,0,0,1,0,36.5717622240678,225.89931414562528,51.4002156022719,630.944569362698
Cluster 2,EMEA,0,1,39.89719298040441,110.17034747159337,354.22456317037734,36.18602747463818,330.3190149600199,0.36,87,0.3666166065471662,0.6333833934528338,0,0,0,1,0,59.203046850109146,156.40433579685035,63.1387980840424,870.7971460570332
Cluster 2,EMEA,0,1,97.57703466750996,49.39629306245735,260.83974392725617,22.157700490201094,346.08333242347,0.05,47,0.7034242584393742,0.2965757415606258,0,1,0,0,0,75.85522629077916,178.12711856051732,233.188780916371,776.0541045708945
Cluster 2,AMERICAS,1,0,365.0590268046062,112.64077330280666,42.67117866022544,127.2420951634904,24.83764032631061,0.37,39,0.7248873943073555,0.2751126056926445,0,0,1,0,0,58.82239031163905,79.9202899053905,44.26207130447792,672.4507142574394
Cluster 2,APAC,1,0,333.46426080021206,121.48212326532243,33.35091122056446,242.8332678546392,11.696891928275669,0.14,68,0.349147506368194,0.650852493631806,0,0,0,1,0,21.69472350411471,162.0183394886791,80.26586678808108,742.8274550690138
Cluster 2,AMERICAS,0,1,93.96323763127049,127.57582158351876,339.44187638192733,38.573065429399904,392.3432287626238,0.37,23,0.7932122227927023,0.20678777720729768,1,0,0,0,0,210.37905990368216,78.43408934077911,29.205401317812058,991.8972297887403
Cluster 2,APAC,0,1,73.10528754312338,114.51737901000071,312.4145588805142,47.88362668434076,399.2517505764723,0.18,15,0.8144093047607479,0.1855906952392521,1,0,0,0,0,381.31444213443257,53.21237299620123,80.39541367821215,947.1726026944514
Cluster 2,EMEA,0,1,97.32313987534513,76.89597265926645,246.99468099919056,38.19484040173527,463.425628403117,0.24,49,0.43497395295506247,0.5650260470449375,0,0,0,1,0,37.79509816066068,146.45287225043845,20.66431228915605,922.8342623386544
Cluster 2,AMERICAS,0,1,45.68983137909669,37.122953715282165,373.0591517817825,16.290928327188613,361.95757184181986,0.15,22,0.36170059495766976,0.6382994050423303,0,0,0,1,0,32.54211089132491,174.97481992139979,61.45713848293738,834.1204370451699
Cluster 2,AMERICAS,1,0,349.5020146280824,41.165956457992294,17.476577624338464,102.96934875208815,25.627284439437567,0.12,12,0.4112688374989925,0.5887311625010074,0,0,0,0,1,75.94291455312523,130.90547711477393,16.151788027896277,536.7411819019388
Cluster 2,AMERICAS,1,0,366.6925187192021,108.08032291545943,12.884443717177408,130.8102112717044,25.25764165653246,0.39,84,0.9448499229892926,0.0551500770107074,0,1,0,0,0,27.90929250634931,133.66677282045603,300.1879596726636,643.7251382800757
Cluster 2,EMEA,1,0,488.25448964837034,138.91504494434548,10.459226389975115,167.51747897122166,49.084169322062934,0.09,58,0.7075766855731696,0.29242331442683045,0,1,0,0,0,76.40964863511455,190.91088560548906,234.54572737878644,854.2304092759755
Cluster 2,EMEA,0,1,64.49344022929641,87.18269208666057,348.0322737522926,35.228018846351404,409.92125370615133,0.29,26,0.8176820872139399,0.18231791278606013,0,1,0,0,0,16.80252524686603,240.2846441691132,209.45815806146672,944.8576786207524
Cluster 2,EMEA,1,0,318.41905064658044,91.93927209647195,35.665276353094185,205.56884664857614,24.930392578510357,0.25,73,0.9537931918412553,0.04620680815874467,0,0,1,0,0,38.16166547922834,104.21925075281315,63.79014544324328,676.522838323233
Cluster 2,AMERICAS,1,0,389.81694900218935,99.5935595990398,18.523400347392325,240.85856439507808,10.26728516895551,0.32,30,0.46953884584519634,0.5304611541548037,0,0,0,0,1,11.385540252217762,166.5852113608526,32.779138526164786,759.0597585126551
Cluster 2,APAC,1,0,445.14518207282066,100.24237271033434,39.57632919325248,132.2001795958805,36.59978064951095,0.22,27,0.285907208572238,0.7140927914277619,0,0,0,0,1,77.35459147086083,232.90973276971178,49.061887543788295,753.763844221799
Cluster 2,EMEA,0,1,49.45464820276852,149.51409724823398,245.83439024283243,31.875038635041783,434.1351050764651,0.3,40,0.8512466516190388,0.14875334838096121,0,1,0,0,0,14.501671913900099,232.3042586650633,155.9008110290412,910.8132794053417
Cluster 2,EMEA,0,1,32.28037932518978,28.128418446569945,291.78810331936404,39.30933899144661,421.3463449434873,0.29,82,0.6868586388736392,0.3131413611263608,1,0,0,0,0,376.99286163611754,126.65684792844027,54.41508929389674,812.8525850260577
Cluster 2,EMEA,0,1,65.5105247067287,116.57459417683206,347.5834786708051,30.857960966675204,313.6917438667156,0.18,73,0.2414184340742265,0.7585815659257735,0,0,0,1,0,40.02461101261389,223.0386694795622,92.37314664260407,874.2183023877567
Cluster 2,AMERICAS,0,1,50.89108807608896,101.93213852930053,249.6767217486415,38.21843321133945,385.52026674066747,0.2,37,0.9396628479507312,0.060337152049268816,1,0,0,0,0,300.01602365431654,207.01954281914152,63.896086007149506,826.2386483060379
Cluster 2,EMEA,0,1,15.055846961269511,83.84244481981148,385.42212577168544,14.215728724312209,452.8881456151009,0.19,1,0.8085281317965739,0.1914718682034261,0,0,1,0,0,94.8278176768105,199.35532790674358,74.85089937799656,951.4242918921796
Cluster 2,AMERICAS,1,0,357.83748925918997,60.27489379192097,19.99827785590485,177.25084895645847,31.4221525951869,0.17,63,0.8569414266901035,0.14305857330989646,0,1,0,0,0,82.83919584567361,207.2715466122963,276.4433195507898,646.7836624586612
Cluster 2,EMEA,1,0,475.26388662846233,33.33383513586667,25.70922973085665,183.00567846246577,30.1252989020616,0.12,5,0.8482687887209213,0.15173121127907874,0,1,0,0,0,87.2887851414525,199.67117073314796,237.84212024994346,747.437928859713
Cluster 2,APAC,0,1,46.99842479923958,113.85079957703833,276.96072344422066,29.57505795882681,385.9217184264727,0.31,85,0.8918454443942414,0.1081545556057586,1,0,0,0,0,302.9866699826519,82.27256021107674,17.519890375962078,853.306724205798
Cluster 2,EMEA,1,0,476.3324964665425,35.794400841409505,35.38557025949522,187.32157113666977,14.736601567037276,0.12,11,0.7435225995829058,0.2564774004170942,1,0,0,0,0,243.91078464596038,241.97256054269104,65.46704373331517,749.5706402711544
Cluster 2,APAC,1,0,474.29368427530676,108.26720409494546,26.474589616699838,213.03919461186294,18.146685510907396,0.16,13,0.892427013953783,0.10757298604621701,0,1,0,0,0,57.92536597743836,73.07892843578347,271.1275778646823,840.2213581097225
